State,District,Crop,historical_records
Kerala,ERNAKULAM,Ragi,2
Kerala,ERNAKULAM,Rice,66
Kerala,ERNAKULAM,Sesamum,23
Kerala,ERNAKULAM,Sugarcane,10
Kerala,ERNAKULAM,Sweet potato,19
Kerala,ERNAKULAM,Tapioca,23
Kerala,ERNAKULAM,Turmeric,22
Kerala,ERNAKULAM,other oilseeds,1
Kerala,IDUKKI,Arecanut,23
Kerala,IDUKKI,Arhar/Tur,2
Kerala,IDUKKI,Banana,22
Kerala,IDUKKI,Black pepper,23
Kerala,IDUKKI,Cardamom,20
Kerala,IDUKKI,Cashewnut,23
Kerala,IDUKKI,Coconut,23
Kerala,IDUKKI,Garlic,20
Kerala,IDUKKI,Ginger,22
Kerala,IDUKKI,Jowar,8
Kerala,IDUKKI,Maize,8
Kerala,IDUKKI,Other  Rabi pulses,1
Kerala,IDUKKI,Other Cereals,6
Kerala,IDUKKI,Other Kharif pulses,5
Kerala,IDUKKI,Potato,9
Kerala,IDUKKI,Ragi,16
Kerala,IDUKKI,Rice,66
Kerala,IDUKKI,Sesamum,11
Kerala,IDUKKI,Small millets,1
Kerala,IDUKKI,Sugarcane,22
Kerala,IDUKKI,Sweet potato,20
Kerala,IDUKKI,Tapioca,23
Kerala,IDUKKI,Turmeric,22
Kerala,IDUKKI,Wheat,6
Kerala,IDUKKI,other oilseeds,1
Kerala,KANNUR,Arecanut,23
Kerala,KANNUR,Arhar/Tur,2
Kerala,KANNUR,Banana,22
Kerala,KANNUR,Black pepper,23
Kerala,KANNUR,Cashewnut,23
Kerala,KANNUR,Coconut,23
Kerala,KANNUR,Dry chillies,2
Kerala,KANNUR,Ginger,22
Kerala,KANNUR,Gram,2
Kerala,KANNUR,Jowar,1
Kerala,KANNUR,Other  Rabi pulses,1
Kerala,KANNUR,Other Kharif pulses,4
Kerala,KANNUR,Potato,1
Kerala,KANNUR,Rice,66
Kerala,KANNUR,Sesamum,7
Kerala,KANNUR,Sugarcane,21
Kerala,KANNUR,Sweet potato,20
Kerala,KANNUR,Tapioca,23
Kerala,KANNUR,Turmeric,22
Kerala,KANNUR,other oilseeds,1
Kerala,KASARAGOD,Arecanut,23
Kerala,KASARAGOD,Arhar/Tur,2
Kerala,KASARAGOD,Banana,22
Kerala,KASARAGOD,Black pepper,23
Kerala,KASARAGOD,Cardamom,5
Kerala,KASARAGOD,Cashewnut,23
Kerala,KASARAGOD,Coconut,23
Kerala,KASARAGOD,Dry chillies,2
Kerala,KASARAGOD,Ginger,22
Kerala,KASARAGOD,Gram,2
Kerala,KASARAGOD,Jowar,9
Kerala,KASARAGOD,Other  Rabi pulses,1
Kerala,KASARAGOD,Other Cereals,2
Kerala,KASARAGOD,Other Kharif pulses,4
Kerala,KASARAGOD,Potato,1
Kerala,KASARAGOD,Ragi,1
Kerala,KASARAGOD,Rice,66
Kerala,KASARAGOD,Sesamum,4
Kerala,KASARAGOD,Small millets,1
Kerala,KASARAGOD,Sugarcane,13
Kerala,KASARAGOD,Sweet potato,20
Kerala,KASARAGOD,Tapioca,23
Kerala,KASARAGOD,Tobacco,21
Kerala,KASARAGOD,Turmeric,22
Kerala,KASARAGOD,other oilseeds,1
Kerala,KOLLAM,Arecanut,23
Kerala,KOLLAM,Banana,22
Kerala,KOLLAM,Black pepper,23
Kerala,KOLLAM,Cashewnut,23
Kerala,KOLLAM,Coconut,23
Kerala,KOLLAM,Dry chillies,1
Kerala,KOLLAM,Ginger,22
Kerala,KOLLAM,Gram,2
Kerala,KOLLAM,Jowar,2
Kerala,KOLLAM,Other  Rabi pulses,1
Kerala,KOLLAM,Other Kharif pulses,4
Kerala,KOLLAM,Potato,1
Kerala,KOLLAM,Ragi,1
Kerala,KOLLAM,Rice,63
Kerala,KOLLAM,Sesamum,23
Kerala,KOLLAM,Small millets,1
Kerala,KOLLAM,Sugarcane,9
Kerala,KOLLAM,Sweet potato,19
Kerala,KOLLAM,Tapioca,23
Kerala,KOLLAM,Turmeric,22
Kerala,KOLLAM,other oilseeds,1
Kerala,KOTTAYAM,Arecanut,23
Kerala,KOTTAYAM,Banana,22
Kerala,KOTTAYAM,Black pepper,23
Kerala,KOTTAYAM,Cardamom,21
Kerala,KOTTAYAM,Cashewnut,23
Kerala,KOTTAYAM,Coconut,23
Kerala,KOTTAYAM,Dry chillies,2
Kerala,KOTTAYAM,Ginger,22
Kerala,KOTTAYAM,Other Kharif pulses,2
Kerala,KOTTAYAM,Potato,1
Kerala,KOTTAYAM,Rice,66
Kerala,KOTTAYAM,Sesamum,7
Kerala,KOTTAYAM,Small millets,1
Kerala,KOTTAYAM,Sugarcane,22
Kerala,KOTTAYAM,Sweet potato,17
Kerala,KOTTAYAM,Tapioca,23
Kerala,KOTTAYAM,Turmeric,22
Kerala,KOTTAYAM,other oilseeds,1
Kerala,KOZHIKODE,Arecanut,23
Kerala,KOZHIKODE,Banana,22
Kerala,KOZHIKODE,Black pepper,23
Kerala,KOZHIKODE,Cardamom,14
Kerala,KOZHIKODE,Cashewnut,23
Kerala,KOZHIKODE,Coconut,23
Kerala,KOZHIKODE,Ginger,22
Kerala,KOZHIKODE,Other  Rabi pulses,1
Kerala,KOZHIKODE,Other Kharif pulses,4
Kerala,KOZHIKODE,Potato,1
Kerala,KOZHIKODE,Rice,66
Kerala,KOZHIKODE,Sesamum,2
Kerala,KOZHIKODE,Sugarcane,5
Kerala,KOZHIKODE,Sweet potato,20
Kerala,KOZHIKODE,Tapioca,23
Kerala,KOZHIKODE,Turmeric,22
Kerala,KOZHIKODE,other oilseeds,1
Kerala,MALAPPURAM,Arecanut,23
Kerala,MALAPPURAM,Banana,22
Kerala,MALAPPURAM,Black pepper,23
Kerala,MALAPPURAM,Cardamom,17
Kerala,MALAPPURAM,Cashewnut,23
Kerala,MALAPPURAM,Coconut,23
Kerala,MALAPPURAM,Ginger,22
Kerala,MALAPPURAM,Gram,2
Kerala,MALAPPURAM,Jowar,3
Kerala,MALAPPURAM,Maize,1
Kerala,MALAPPURAM,Other  Rabi pulses,1
Kerala,MALAPPURAM,Other Cereals,1
Kerala,MALAPPURAM,Other Kharif pulses,3
Kerala,MALAPPURAM,Potato,1
Kerala,MALAPPURAM,Ragi,5
Kerala,MALAPPURAM,Rice,66
Kerala,MALAPPURAM,Sesamum,23
Kerala,MALAPPURAM,Sugarcane,10
Kerala,MALAPPURAM,Sweet potato,20
Kerala,MALAPPURAM,Tapioca,23
Kerala,MALAPPURAM,Turmeric,22
Kerala,MALAPPURAM,other oilseeds,1
Kerala,PALAKKAD,Arecanut,23
Kerala,PALAKKAD,Arhar/Tur,8
Kerala,PALAKKAD,Banana,22
Kerala,PALAKKAD,Black pepper,23
Kerala,PALAKKAD,Cardamom,21
Kerala,PALAKKAD,Cashewnut,23
Kerala,PALAKKAD,Coconut,23
Kerala,PALAKKAD,Cotton(lint),16
Kerala,PALAKKAD,Dry chillies,2
Kerala,PALAKKAD,Ginger,22
Kerala,PALAKKAD,Gram,2
Kerala,PALAKKAD,Groundnut,20
Kerala,PALAKKAD,Jowar,20
Kerala,PALAKKAD,Maize,8
Kerala,PALAKKAD,Other  Rabi pulses,1
Kerala,PALAKKAD,Other Cereals,5
Kerala,PALAKKAD,Other Kharif pulses,5
Kerala,PALAKKAD,Potato,3
Kerala,PALAKKAD,Ragi,20
Kerala,PALAKKAD,Rice,66
Kerala,PALAKKAD,Sesamum,23
Kerala,PALAKKAD,Small millets,10
Kerala,PALAKKAD,Soyabean,4
Kerala,PALAKKAD,Sugarcane,22
Kerala,PALAKKAD,Sunflower,1
Kerala,PALAKKAD,Sweet potato,20
Kerala,PALAKKAD,Tapioca,23
Kerala,PALAKKAD,Turmeric,22
Kerala,PALAKKAD,other oilseeds,1
Kerala,PATHANAMTHITTA,Arecanut,23
Kerala,PATHANAMTHITTA,Arhar/Tur,1
Kerala,PATHANAMTHITTA,Banana,22
Kerala,PATHANAMTHITTA,Black pepper,23
Kerala,PATHANAMTHITTA,Cardamom,21
Kerala,PATHANAMTHITTA,Cashewnut,23
Kerala,PATHANAMTHITTA,Coconut,23
Kerala,PATHANAMTHITTA,Dry chillies,2
Kerala,PATHANAMTHITTA,Ginger,22
Kerala,PATHANAMTHITTA,Gram,1
Kerala,PATHANAMTHITTA,Maize,1
Kerala,PATHANAMTHITTA,Other Kharif pulses,3
Kerala,PATHANAMTHITTA,Potato,1
Kerala,PATHANAMTHITTA,Rice,66
Kerala,PATHANAMTHITTA,Sesamum,9
Kerala,PATHANAMTHITTA,Sugarcane,22
Kerala,PATHANAMTHITTA,Sweet potato,12
Kerala,PATHANAMTHITTA,Tapioca,23
Kerala,PATHANAMTHITTA,Turmeric,22
Kerala,PATHANAMTHITTA,other oilseeds,1
Kerala,THIRUVANANTHAPURAM,Arecanut,23
Kerala,THIRUVANANTHAPURAM,Banana,22
Kerala,THIRUVANANTHAPURAM,Black pepper,23
Kerala,THIRUVANANTHAPURAM,Cashewnut,23
Kerala,THIRUVANANTHAPURAM,Coconut,23
Kerala,THIRUVANANTHAPURAM,Dry chillies,2
Kerala,THIRUVANANTHAPURAM,Ginger,22
Kerala,THIRUVANANTHAPURAM,Gram,2
Kerala,THIRUVANANTHAPURAM,Groundnut,3
Kerala,THIRUVANANTHAPURAM,Jowar,1
Kerala,THIRUVANANTHAPURAM,Other Kharif pulses,4
Kerala,THIRUVANANTHAPURAM,Potato,1
Kerala,THIRUVANANTHAPURAM,Ragi,1
Kerala,THIRUVANANTHAPURAM,Rice,66
Kerala,THIRUVANANTHAPURAM,Sesamum,6
Kerala,THIRUVANANTHAPURAM,Small millets,1
Kerala,THIRUVANANTHAPURAM,Sugarcane,7
Kerala,THIRUVANANTHAPURAM,Sweet potato,20
Kerala,THIRUVANANTHAPURAM,Tapioca,23
Kerala,THIRUVANANTHAPURAM,Turmeric,22
Kerala,THIRUVANANTHAPURAM,other oilseeds,1
Kerala,THRISSUR,Arecanut,23
Kerala,THRISSUR,Arhar/Tur,2
Kerala,THRISSUR,Banana,22
Kerala,THRISSUR,Black pepper,23
Kerala,THRISSUR,Cashewnut,23
Kerala,THRISSUR,Coconut,23
Kerala,THRISSUR,Cotton(lint),1
Kerala,THRISSUR,Dry chillies,1
Kerala,THRISSUR,Ginger,22
Kerala,THRISSUR,Other Cereals,1
Kerala,THRISSUR,Other Kharif pulses,1
Kerala,THRISSUR,Potato,1
Kerala,THRISSUR,Rice,66
Kerala,THRISSUR,Sesamum,22
Kerala,THRISSUR,Small millets,1
Kerala,THRISSUR,Sugarcane,11
Kerala,THRISSUR,Sweet potato,18
Kerala,THRISSUR,Tapioca,23
Kerala,THRISSUR,Turmeric,22
Kerala,THRISSUR,other oilseeds,1
Kerala,WAYANAD,Arecanut,23
Kerala,WAYANAD,Arhar/Tur,4
Kerala,WAYANAD,Banana,22
Kerala,WAYANAD,Black pepper,23
Kerala,WAYANAD,Cardamom,21
Kerala,WAYANAD,Cashewnut,23
Kerala,WAYANAD,Coconut,23
Kerala,WAYANAD,Ginger,22
Kerala,WAYANAD,Jowar,7
Kerala,WAYANAD,Maize,1
Kerala,WAYANAD,Other  Rabi pulses,1
Kerala,WAYANAD,Other Cereals,3
Kerala,WAYANAD,Other Kharif pulses,4
Kerala,WAYANAD,Potato,1
Kerala,WAYANAD,Ragi,5
Kerala,WAYANAD,Rice,44
Kerala,WAYANAD,Sesamum,18
Kerala,WAYANAD,Small millets,1
Kerala,WAYANAD,Sugarcane,10
Kerala,WAYANAD,Sweet potato,19
Kerala,WAYANAD,Tapioca,23
Kerala,WAYANAD,Turmeric,22
Kerala,WAYANAD,other oilseeds,1
Ladakh,KARGIL,Barley,4
Ladakh,KARGIL,Gram,2
Ladakh,KARGIL,Maize,1
Ladakh,KARGIL,Masoor,1
Ladakh,KARGIL,Onion,2
Ladakh,KARGIL,Other  Rabi pulses,7
Ladakh,KARGIL,Other Cereals,7
Ladakh,KARGIL,Peas & beans (Pulses),13
Ladakh,KARGIL,Potato,9
Ladakh,KARGIL,Small millets,4
Ladakh,KARGIL,Wheat,13
Ladakh,LEH LADAKH,Barley,13
Ladakh,LEH LADAKH,Cowpea(Lobia),1
Ladakh,LEH LADAKH,Gram,2
Ladakh,LEH LADAKH,Horse-gram,1
Ladakh,LEH LADAKH,Linseed,2
Ladakh,LEH LADAKH,Masoor,8
Ladakh,LEH LADAKH,Moong(Green Gram),1
Ladakh,LEH LADAKH,Moth,2
Ladakh,LEH LADAKH,Onion,8
Ladakh,LEH LADAKH,Other  Rabi pulses,8
Ladakh,LEH LADAKH,Other Cereals,12
Ladakh,LEH LADAKH,Peas & beans (Pulses),11
Ladakh,LEH LADAKH,Potato,12
Ladakh,LEH LADAKH,Rapeseed &Mustard,12
Ladakh,LEH LADAKH,Small millets,5
Ladakh,LEH LADAKH,Wheat,13
Madhya Pradesh,AGAR MALWA,Arhar/Tur,7
Madhya Pradesh,AGAR MALWA,Bajra,4
Madhya Pradesh,AGAR MALWA,Barley,4
Madhya Pradesh,AGAR MALWA,Coriander,6
Madhya Pradesh,AGAR MALWA,Dry chillies,5
Madhya Pradesh,AGAR MALWA,Garlic,6
Madhya Pradesh,AGAR MALWA,Ginger,6
Madhya Pradesh,AGAR MALWA,Gram,7
Madhya Pradesh,AGAR MALWA,Groundnut,6
Madhya Pradesh,AGAR MALWA,Jowar,7
Madhya Pradesh,AGAR MALWA,Jute,1
Madhya Pradesh,AGAR MALWA,Linseed,4
Madhya Pradesh,AGAR MALWA,Maize,8
Madhya Pradesh,AGAR MALWA,Masoor,5
Madhya Pradesh,AGAR MALWA,Moong(Green Gram),9
Madhya Pradesh,AGAR MALWA,Niger seed,1
Madhya Pradesh,AGAR MALWA,Onion,6
Madhya Pradesh,AGAR MALWA,Other  Rabi pulses,1
Madhya Pradesh,AGAR MALWA,Other Kharif pulses,1
Madhya Pradesh,AGAR MALWA,Peas & beans (Pulses),5
Madhya Pradesh,AGAR MALWA,Potato,6
Madhya Pradesh,AGAR MALWA,Rapeseed &Mustard,7
Madhya Pradesh,AGAR MALWA,Rice,2
Madhya Pradesh,AGAR MALWA,Sannhamp,1
Madhya Pradesh,AGAR MALWA,Sesamum,7
Madhya Pradesh,AGAR MALWA,Soyabean,6
Madhya Pradesh,AGAR MALWA,Sugarcane,3
Madhya Pradesh,AGAR MALWA,Sweet potato,6
Madhya Pradesh,AGAR MALWA,Turmeric,5
Madhya Pradesh,AGAR MALWA,Urad,10
Madhya Pradesh,AGAR MALWA,Wheat,7
Madhya Pradesh,ALIRAJPUR,Arhar/Tur,11
Madhya Pradesh,ALIRAJPUR,Bajra,12
Madhya Pradesh,ALIRAJPUR,Barley,9
Madhya Pradesh,ALIRAJPUR,Castor seed,9
Madhya Pradesh,ALIRAJPUR,Coriander,9
Madhya Pradesh,ALIRAJPUR,Cotton(lint),12
Madhya Pradesh,ALIRAJPUR,Dry chillies,9
Madhya Pradesh,ALIRAJPUR,Garlic,11
Madhya Pradesh,ALIRAJPUR,Ginger,10
Madhya Pradesh,ALIRAJPUR,Gram,12
Madhya Pradesh,ALIRAJPUR,Groundnut,14
Madhya Pradesh,ALIRAJPUR,Horse-gram,10
Madhya Pradesh,ALIRAJPUR,Jowar,18
Madhya Pradesh,ALIRAJPUR,Jute,1
Madhya Pradesh,ALIRAJPUR,Linseed,2
Madhya Pradesh,ALIRAJPUR,Maize,14
Madhya Pradesh,ALIRAJPUR,Mesta,7
Madhya Pradesh,ALIRAJPUR,Moong(Green Gram),18
Madhya Pradesh,ALIRAJPUR,Onion,11
Madhya Pradesh,ALIRAJPUR,Other Kharif pulses,4
Madhya Pradesh,ALIRAJPUR,Peas & beans (Pulses),8
Madhya Pradesh,ALIRAJPUR,Potato,6
Madhya Pradesh,ALIRAJPUR,Rapeseed &Mustard,2
Madhya Pradesh,ALIRAJPUR,Rice,14
Madhya Pradesh,ALIRAJPUR,Sannhamp,6
Madhya Pradesh,ALIRAJPUR,Sesamum,10
Madhya Pradesh,ALIRAJPUR,Small millets,11
Madhya Pradesh,ALIRAJPUR,Soyabean,12
Madhya Pradesh,ALIRAJPUR,Sugarcane,6
Madhya Pradesh,ALIRAJPUR,Sweet potato,11
Madhya Pradesh,ALIRAJPUR,Turmeric,11
Madhya Pradesh,ALIRAJPUR,Urad,14
Madhya Pradesh,ALIRAJPUR,Wheat,12
Madhya Pradesh,ANUPPUR,Arhar/Tur,17
Madhya Pradesh,ANUPPUR,Bajra,3
Madhya Pradesh,ANUPPUR,Banana,4
Madhya Pradesh,ANUPPUR,Barley,15
Madhya Pradesh,ANUPPUR,Coriander,15
Madhya Pradesh,ANUPPUR,Cowpea(Lobia),4
Madhya Pradesh,ANUPPUR,Dry chillies,11
Madhya Pradesh,ANUPPUR,Garlic,15
Madhya Pradesh,ANUPPUR,Ginger,13
Madhya Pradesh,ANUPPUR,Gram,17
Madhya Pradesh,ANUPPUR,Groundnut,17
Madhya Pradesh,ANUPPUR,Horse-gram,13
Madhya Pradesh,ANUPPUR,Jowar,14
Madhya Pradesh,ANUPPUR,Jute,1
Madhya Pradesh,ANUPPUR,Khesari,8
Madhya Pradesh,ANUPPUR,Linseed,17
Madhya Pradesh,ANUPPUR,Maize,18
Madhya Pradesh,ANUPPUR,Masoor,16
Madhya Pradesh,ANUPPUR,Mesta,2
Madhya Pradesh,ANUPPUR,Moong(Green Gram),12
Madhya Pradesh,ANUPPUR,Niger seed,17
Madhya Pradesh,ANUPPUR,Onion,16
Madhya Pradesh,ANUPPUR,Other  Rabi pulses,8
Madhya Pradesh,ANUPPUR,Other Cereals,3
Madhya Pradesh,ANUPPUR,Other Kharif pulses,5
Madhya Pradesh,ANUPPUR,Peas & beans (Pulses),15
Madhya Pradesh,ANUPPUR,Potato,16
Madhya Pradesh,ANUPPUR,Rapeseed &Mustard,17
Madhya Pradesh,ANUPPUR,Rice,17
Madhya Pradesh,ANUPPUR,Safflower,2
Madhya Pradesh,ANUPPUR,Sannhamp,8
Madhya Pradesh,ANUPPUR,Sesamum,17
Madhya Pradesh,ANUPPUR,Small millets,17
Madhya Pradesh,ANUPPUR,Soyabean,17
Madhya Pradesh,ANUPPUR,Sugarcane,11
Madhya Pradesh,ANUPPUR,Sunflower,1
Madhya Pradesh,ANUPPUR,Sweet potato,12
Madhya Pradesh,ANUPPUR,Tobacco,1
Madhya Pradesh,ANUPPUR,Turmeric,13
Madhya Pradesh,ANUPPUR,Urad,23
Madhya Pradesh,ANUPPUR,Wheat,17
Madhya Pradesh,ASHOKNAGAR,Arhar/Tur,15
Madhya Pradesh,ASHOKNAGAR,Bajra,6
Madhya Pradesh,ASHOKNAGAR,Barley,15
Madhya Pradesh,ASHOKNAGAR,Coriander,15
Madhya Pradesh,ASHOKNAGAR,Cotton(lint),1
Madhya Pradesh,ASHOKNAGAR,Dry chillies,11
Madhya Pradesh,ASHOKNAGAR,Garlic,15
Madhya Pradesh,ASHOKNAGAR,Ginger,12
Madhya Pradesh,ASHOKNAGAR,Gram,17
Madhya Pradesh,ASHOKNAGAR,Groundnut,15
Madhya Pradesh,ASHOKNAGAR,Jowar,14
Madhya Pradesh,ASHOKNAGAR,Khesari,8
Madhya Pradesh,ASHOKNAGAR,Linseed,14
Madhya Pradesh,ASHOKNAGAR,Maize,19
Madhya Pradesh,ASHOKNAGAR,Masoor,16
Madhya Pradesh,ASHOKNAGAR,Mesta,1
Madhya Pradesh,ASHOKNAGAR,Moong(Green Gram),18
Madhya Pradesh,ASHOKNAGAR,Niger seed,10
Madhya Pradesh,ASHOKNAGAR,Onion,16
Madhya Pradesh,ASHOKNAGAR,Other  Rabi pulses,3
Madhya Pradesh,ASHOKNAGAR,Other Kharif pulses,1
Madhya Pradesh,ASHOKNAGAR,Peas & beans (Pulses),14
Madhya Pradesh,ASHOKNAGAR,Potato,16
Madhya Pradesh,ASHOKNAGAR,Rapeseed &Mustard,17
Madhya Pradesh,ASHOKNAGAR,Rice,17
Madhya Pradesh,ASHOKNAGAR,Safflower,2
Madhya Pradesh,ASHOKNAGAR,Sesamum,16
Madhya Pradesh,ASHOKNAGAR,Small millets,3
Madhya Pradesh,ASHOKNAGAR,Soyabean,17
Madhya Pradesh,ASHOKNAGAR,Sugarcane,14
Madhya Pradesh,ASHOKNAGAR,Sunflower,2
Madhya Pradesh,ASHOKNAGAR,Sweet potato,15
Madhya Pradesh,ASHOKNAGAR,Turmeric,5
Madhya Pradesh,ASHOKNAGAR,Urad,20
Madhya Pradesh,ASHOKNAGAR,Wheat,17
Madhya Pradesh,BALAGHAT,Arhar/Tur,23
Madhya Pradesh,BALAGHAT,Bajra,12
Madhya Pradesh,BALAGHAT,Banana,16
Madhya Pradesh,BALAGHAT,Barley,6
Madhya Pradesh,BALAGHAT,Castor seed,16
Madhya Pradesh,BALAGHAT,Coriander,19
Madhya Pradesh,BALAGHAT,Cowpea(Lobia),4
Madhya Pradesh,BALAGHAT,Dry chillies,14
Madhya Pradesh,BALAGHAT,Garlic,19
Madhya Pradesh,BALAGHAT,Ginger,17
Madhya Pradesh,BALAGHAT,Gram,22
Madhya Pradesh,BALAGHAT,Groundnut,21
Madhya Pradesh,BALAGHAT,Horse-gram,25
Madhya Pradesh,BALAGHAT,Jowar,21
Madhya Pradesh,BALAGHAT,Jute,4
Madhya Pradesh,BALAGHAT,Khesari,8
Madhya Pradesh,BALAGHAT,Linseed,23
Madhya Pradesh,BALAGHAT,Maize,25
Madhya Pradesh,BALAGHAT,Masoor,13
Madhya Pradesh,BALAGHAT,Mesta,7
Madhya Pradesh,BALAGHAT,Moong(Green Gram),17
Madhya Pradesh,BALAGHAT,Niger seed,16
Madhya Pradesh,BALAGHAT,Onion,20
Madhya Pradesh,BALAGHAT,Other  Rabi pulses,14
Madhya Pradesh,BALAGHAT,Other Cereals,2
Madhya Pradesh,BALAGHAT,Other Kharif pulses,10
Madhya Pradesh,BALAGHAT,Peas & beans (Pulses),15
Madhya Pradesh,BALAGHAT,Potato,19
Madhya Pradesh,BALAGHAT,Ragi,14
Madhya Pradesh,BALAGHAT,Rapeseed &Mustard,23
Madhya Pradesh,BALAGHAT,Rice,24
Madhya Pradesh,BALAGHAT,Safflower,13
Madhya Pradesh,BALAGHAT,Sannhamp,12
Madhya Pradesh,BALAGHAT,Sesamum,23
Madhya Pradesh,BALAGHAT,Small millets,21
Madhya Pradesh,BALAGHAT,Soyabean,20
Madhya Pradesh,BALAGHAT,Sugarcane,21
Madhya Pradesh,BALAGHAT,Sunflower,12
Madhya Pradesh,BALAGHAT,Sweet potato,19
Madhya Pradesh,BALAGHAT,Tobacco,2
Madhya Pradesh,BALAGHAT,Turmeric,18
Madhya Pradesh,BALAGHAT,Urad,33
Madhya Pradesh,BALAGHAT,Wheat,23
Madhya Pradesh,BARWANI,Arhar/Tur,22
Madhya Pradesh,BARWANI,Bajra,22
Madhya Pradesh,BARWANI,Banana,16
Madhya Pradesh,BARWANI,Barley,4
Madhya Pradesh,BARWANI,Castor seed,17
Madhya Pradesh,BARWANI,Coriander,19
Madhya Pradesh,BARWANI,Cotton(lint),22
Madhya Pradesh,BARWANI,Dry chillies,15
Madhya Pradesh,BARWANI,Garlic,19
Madhya Pradesh,BARWANI,Ginger,17
Madhya Pradesh,BARWANI,Gram,22
Madhya Pradesh,BARWANI,Groundnut,24
Madhya Pradesh,BARWANI,Horse-gram,15
Madhya Pradesh,BARWANI,Jowar,38
Madhya Pradesh,BARWANI,Jute,2
Madhya Pradesh,BARWANI,Linseed,8
Madhya Pradesh,BARWANI,Maize,24
Madhya Pradesh,BARWANI,Mesta,7
Madhya Pradesh,BARWANI,Moong(Green Gram),22
Madhya Pradesh,BARWANI,Niger seed,3
Madhya Pradesh,BARWANI,Onion,20
Madhya Pradesh,BARWANI,Other  Rabi pulses,5
Madhya Pradesh,BARWANI,Other Kharif pulses,5
Madhya Pradesh,BARWANI,Peas & beans (Pulses),5
Madhya Pradesh,BARWANI,Potato,19
Madhya Pradesh,BARWANI,Rapeseed &Mustard,7
Madhya Pradesh,BARWANI,Rice,23
Madhya Pradesh,BARWANI,Safflower,3
Madhya Pradesh,BARWANI,Sannhamp,12
Madhya Pradesh,BARWANI,Sesamum,20
Madhya Pradesh,BARWANI,Small millets,16
Madhya Pradesh,BARWANI,Soyabean,22
Madhya Pradesh,BARWANI,Sugarcane,21
Madhya Pradesh,BARWANI,Sunflower,7
Madhya Pradesh,BARWANI,Sweet potato,19
Madhya Pradesh,BARWANI,Tobacco,7
Madhya Pradesh,BARWANI,Turmeric,19
Madhya Pradesh,BARWANI,Urad,23
Madhya Pradesh,BARWANI,Wheat,22
Madhya Pradesh,BASTAR,Arhar/Tur,3
Madhya Pradesh,BASTAR,Castor seed,1
Madhya Pradesh,BASTAR,Cotton(lint),1
Madhya Pradesh,BASTAR,Garlic,1
Madhya Pradesh,BASTAR,Ginger,1
Madhya Pradesh,BASTAR,Gram,2
Madhya Pradesh,BASTAR,Groundnut,1
Madhya Pradesh,BASTAR,Jowar,3
Madhya Pradesh,BASTAR,Linseed,3
Madhya Pradesh,BASTAR,Maize,3
Madhya Pradesh,BASTAR,Niger seed,1
Madhya Pradesh,BASTAR,Onion,1
Madhya Pradesh,BASTAR,Other  Rabi pulses,1
Madhya Pradesh,BASTAR,Other Kharif pulses,1
Madhya Pradesh,BASTAR,Potato,1
Madhya Pradesh,BASTAR,Ragi,1
Madhya Pradesh,BASTAR,Rapeseed &Mustard,3
Madhya Pradesh,BASTAR,Rice,2
Madhya Pradesh,BASTAR,Sesamum,3
Madhya Pradesh,BASTAR,Small millets,2
Madhya Pradesh,BASTAR,Soyabean,3
Madhya Pradesh,BASTAR,Sugarcane,2
Madhya Pradesh,BASTAR,Sunflower,1
Madhya Pradesh,BASTAR,Sweet potato,1
Madhya Pradesh,BASTAR,Wheat,2
Madhya Pradesh,BETUL,Arhar/Tur,23
Madhya Pradesh,BETUL,Bajra,11
Madhya Pradesh,BETUL,Banana,8
Madhya Pradesh,BETUL,Barley,1
Madhya Pradesh,BETUL,Castor seed,3
Madhya Pradesh,BETUL,Coriander,19
Madhya Pradesh,BETUL,Cotton(lint),21
Madhya Pradesh,BETUL,Cowpea(Lobia),4
Madhya Pradesh,BETUL,Dry chillies,15
Madhya Pradesh,BETUL,Garlic,19
Madhya Pradesh,BETUL,Ginger,12
Madhya Pradesh,BETUL,Gram,22
Madhya Pradesh,BETUL,Groundnut,25
Madhya Pradesh,BETUL,Horse-gram,4
Madhya Pradesh,BETUL,Jowar,23
Madhya Pradesh,BETUL,Jute,2
Madhya Pradesh,BETUL,Khesari,8
Madhya Pradesh,BETUL,Linseed,20
Madhya Pradesh,BETUL,Maize,25
Madhya Pradesh,BETUL,Masoor,15
Madhya Pradesh,BETUL,Mesta,2
Madhya Pradesh,BETUL,Moong(Green Gram),19
Madhya Pradesh,BETUL,Niger seed,21
Madhya Pradesh,BETUL,Onion,20
Madhya Pradesh,BETUL,Other  Rabi pulses,8
Madhya Pradesh,BETUL,Other Cereals,2
Madhya Pradesh,BETUL,Other Kharif pulses,9
Madhya Pradesh,BETUL,Peas & beans (Pulses),15
Madhya Pradesh,BETUL,Potato,19
Madhya Pradesh,BETUL,Ragi,5
Madhya Pradesh,BETUL,Rapeseed &Mustard,22
Madhya Pradesh,BETUL,Rice,23
Madhya Pradesh,BETUL,Safflower,6
Madhya Pradesh,BETUL,Sannhamp,12
Madhya Pradesh,BETUL,Sesamum,23
Madhya Pradesh,BETUL,Small millets,21
Madhya Pradesh,BETUL,Soyabean,23
Madhya Pradesh,BETUL,Sugarcane,22
Madhya Pradesh,BETUL,Sunflower,13
Madhya Pradesh,BETUL,Sweet potato,19
Madhya Pradesh,BETUL,Turmeric,11
Madhya Pradesh,BETUL,Urad,32
Madhya Pradesh,BETUL,Wheat,23
